Search term,Match type,Campaign,Ad group,Keyword,Clicks,Impr.,Cost
proveedor ropa deportiva mexico,Phrase match (close variant),MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",2,5,3.06
loza para restaurante,Phrase match (close variant),MX - Food,Products_Phrase,"""productos para hostelería""",2,11,3.34
gorras barbas hats mayoreo,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,7,0.9
registro de amazon,Phrase match (close variant),MX - Invoice AMZ,Invoice_Phrase,"""a cuenta amazon""",2,7,0.82
amazon genera factura,Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,"""como facturar en amazon""",2,3,15.43
proveedor de skincare coreano,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,16,3.96
guillotina para cortar papel,Phrase match (close variant),MX - Office,Generic_Phrase,"""suministros oficina""",2,85,3.5
sillas de oficina office depot,Phrase match (close variant),MX - Office,Generic_Phrase,"""equipamiento escritorio""",2,13,2
abarrotes mayoristas en zapopan,Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",2,13,4.09
costo de extintor de 4.5 kg,Phrase match (close variant),MX - Crafts,Professional Tools_Procurement_Phrase,"""suministro de extintores""",2,2,1.73
mayoreo shein,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,5,1.87
proveedor de playeras de algodon,Phrase match (close variant),MX - Materials,Materials_Suppliers_Textiles_Phrase,"""proveedores textiles""",2,6,3.25
perfumes de mayoreo,Phrase match (close variant),MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",2,10,4.94
sigma alimentos pedidos,Phrase match (close variant),MX - Food,Food_Distributor_Phrase,"""distribuidor de productos de alimentación""",2,8,3.98
donde comprar calcetines por mayoreo para vender,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",2,4,1.68
proveedores confiables de ropa,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,5,2.5
proveedores de trajes de baño,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,5,1.77
playeras lisas mayoreo,Phrase match (close variant),MX - Materials,Materials_Suppliers_Textiles_Phrase,"""proveedores textiles""",2,7,2.04
memorias usb economicas por mayoreo,Phrase match (close variant),MX - Shops,Shops_Wholesales_Electronics_Phrase,"""productos electrónicos al por mayor""",2,4,3.93
vasos de vidrio con tapa y popote mayoreo,Phrase match (close variant),MX - Food,Cultlery_Suppliers_Phrase,"""proveedores de cristalería""",2,14,3.6
precio de extintores,Phrase match (close variant),MX - Crafts,Professional Tools_Procurement_Phrase,"""suministro de extintores""",2,11,3.15
proveedores de camisas g5,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,1,1.52
ropa deportiva a mayoreo,Exact match (close variant),MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",2,10,4.18
proveedores de ropa china,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,10,1.48
bolsas de regalo mayoreo,Exact match (close variant),MX - Celebrations,Bulk_Party_Exact,[bolsas de regalo al por mayor],2,13,3.95
muebles exhibidores para tiendas,Phrase match (close variant),MX - Shops,Shops_Furniture_Phrase,"""mobiliario para tiendas""",2,3,0.66
aromatizantes para carro mayoreo,Phrase match (close variant),MX - Automotive,Supply_Phrase,"""artículos para vehículos""",2,2,2.55
mandril para carpinteria,Phrase match (close variant),MX - Crafts,Tools_Carpenters_Phrase,"""herramientas para carpinteros""",2,5,1.81
dc mayorista iniciar sesión,Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",2,12,12.25
sudaderas de algodon mayoreo,Phrase match (close variant),MX - Apparel,Tops_Wholesales_Phrase,"""comprar sudaderas al por mayor""",2,2,3.31
las compras de amazon se pueden facturar,Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,"""facturar compras de amazon""",2,23,10.07
sillas de barbero,Exact match,MX - Beauty,Furniture_Hair_Exact,[sillas de barbero],2,7,2.26
playera para sublimar mayoreo,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,8,1.96
filtro de agua para restaurante,Phrase match (close variant),MX - Food,Generic_Phrase,"""suministros para hostelería""",2,3,5.93
papas por mayoreo,Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",2,13,8.38
abatidor de temperatura,Phrase match (close variant),MX - Food,Generic_Phrase,"""suministros para hostelería""",2,22,4.87
muebles cafeteria,Exact match (close variant),MX - Food,Furniture_Restaurant_Exact,[muebles para cafetería],2,9,4.74
chalecos para obra,Phrase match (close variant),MX - Crafts,Products_Phrase,"""artículos para trabajadores""",2,5,2.63
ropa de mujer para vender,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,2,1.76
proveedores de libros para librerías,Phrase match (close variant),MX - Shops,Shops_Wholesales_Books Shop_Phrase,"""libros al por mayor""",2,4,10.93
proveedores de accesorios para mascotas en cdmx,Phrase match (close variant),MX - Shops,Shops_Wholesalers_Pet Shop_Phrase,"""mayorista de accesorios para mascotas""",2,7,6.82
ropa de mujer por mayoreo,Phrase match,MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,1,1.9
mayoristas ropa,Exact match (close variant),MX - Apparel,Clothing_Exact,[ropa por mayoreo],2,5,2.24
perfumes originales por mayoreo,Phrase match (close variant),MX - Beauty,Fragrance_Wholesale_Phrase,"""mayorista de perfume""",2,8,3.53
flor artificial mayoreo,Phrase match (close variant),MX - Shops,Shops_Distributors_Florist_Phrase,"""distribuidores de flores""",2,4,2.96
memoria usb 8gb mayoreo,Phrase match (close variant),MX - Shops,Shops_Wholesales_Electronics_Phrase,"""productos electrónicos al por mayor""",2,4,5.33
cuaderno profesional mayoreo,Phrase match (close variant),MX - Office,Office Furniture_Wholesale_Phrase,"""papeleras al por mayor""",2,2,1.43
skincare mayoreo méxico,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,9,4.12
proveedores electronica mexico,Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",2,4,1.72
sudadera essentials mayoreo,Phrase match (close variant),MX - Apparel,Tops_Distributor_Phrase,"""distribuidores de sudaderas""",2,6,1.75
proveedores de camisetas de fútbol,Phrase match (close variant),MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",2,4,3.72
proveedores de papel higiénico,Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,"""mayorista de productos de papel""",2,10,2.22
proveedor de ropa de marca,Phrase match,MX - Apparel,Clothing_Phrase,"""ropa de marca""",2,5,2.04
ropa nike mayoreo,Phrase match (close variant),MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",2,4,1.37
como comprar ropa para vender,Exact match (close variant),MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",2,2,2.52
distribuidores de accesorios para motos,Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",2,2,5.28
trompo para carpintería,Phrase match (close variant),MX - Crafts,Tools_Carpenters_Phrase,"""herramientas para carpinteros""",2,1,1.16
como solicito una factura en amazon,Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,"""como facturar en amazon""",2,6,16.63
proveedores de ropa de marca al por mayor,Phrase match,MX - Apparel,Clothing_Phrase,"""ropa de marca""",2,8,1.65
carteras mayoreo,Phrase match (close variant),MX - Shops,Shops_Wholesales_Accessories_Phrase,"""venta mayorista de accesorios de moda""",2,2,3.87
playeras deportivas por mayoreo,Phrase match (close variant),MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",2,6,2.83
proveedores de skin care coreano,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,7,2.91
tintes de estetica,Phrase match (close variant),MX - Beauty,Products_Cosmetics_Phrase,"""productos centro belleza""",2,1,1.96
donde comprar comida coreana al por mayor,Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,"""alimentos al por mayor""",2,8,3.52
café soluble mayoreo,Phrase match (close variant),MX - Food,Food_Distributor_Phrase,"""distribuidor de café""",2,7,2.74
donde comprar zuko por mayoreo,Phrase match (close variant),MX - Food,Food_Distributor_Phrase,"""distribuidor de bebidas""",2,7,3.73
materiales de construccion,Phrase match (close variant),MX - Crafts,Professional Tools_Procurement_Phrase,"""suministro de material de construcción""",2,11,6.15
playeras turcas g5 mayoreo,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,5,1.93
playeras para estampar por mayoreo,Phrase match (close variant),MX - Shops,Shops_Suppliers_Clothing_Phrase,"""proveedores de ropa""",2,1,1.48
proyector de logo para negocio,Phrase match,MX - Electronics,Camera_Phrase,"""proyectores para negocios""",2,2,2.36
proveedor de iphones al por mayor,Phrase match (close variant),MX - Electronics,Cell Phones_Distributor_Phrase,"""distribuidores de smartphone""",2,6,2.49
venta de papel higiénico por mayoreo,Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,"""mayorista de productos de papel""",2,20,1.56
productos de limpieza,Exact match (close variant),MX - Janitorial,Supply_Exact,[suministros de limpieza],2,135,1.75
papel de baño mayoreo,Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,"""mayorista de productos de papel""",2,21,0.92
donde comprar ropa para vender,Exact match (close variant),MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",2,9,1.84
pacas shein,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",2,7,2.21
ropa barata para negocio,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,12,1.61
diademas mayoreo,Phrase match (close variant),MX - Shops,Shops_Wholesales_Accessories_Phrase,"""accesorios para el cabello al por mayor""",2,1,8.04
muebles comerciales,Exact match (close variant),MX - Shops,Shops_Furniture_Phrase,"""mobiliario para tiendas""",2,1,1.68
caja de 5000 hojas blancas tamaño carta,Phrase match (close variant),MX - Office,Generic_Phrase,"""suministros oficina""",2,12,2.61
papel higiénico industrial,Phrase match (close variant),MX - Janitorial,Paper_Phrase,"""papel higiénico comercial""",2,17,6.03
compra de ropa por mayoreo,Exact match (close variant),MX - Apparel,Clothing_Exact,[ropa por mayoreo],2,3,3.77
proveedor de playeras de algodon,Phrase match (close variant),MX - Apparel,Tops_Distributor_Phrase,"""distribuidores de camisetas""",2,10,3.98
donde comprar gorras para revender,Exact match (close variant),MX - Apparel,Accessories_Distributor_Exact,[distribuidores de gorras],2,2,1.66
ropa para boutique mayoreo,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",2,2,2.2
mayoristas de computo,Phrase match (close variant),MX - Crafts,Professional Tools_Wholesalers_Phrase,"""mayorista de equipos""",2,16,8.32
swipe limpiador liquido concentrado,Phrase match (close variant),MX - Janitorial,Supply_Phrase,"""suministros de limpieza""",2,5,3.12
donde puedo surtir para una papeleria,Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",2,6,1.77
playeras serigrafia mayoreo,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,2,1.78
sudaderas mayoreo cdmx,Phrase match (close variant),MX - Apparel,Tops_Distributor_Phrase,"""distribuidores de sudaderas""",2,5,3.17
conjuntos deportivos para hombre al por mayor,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,2,2.38
donde puedo comprar tenis originales por mayoreo,Phrase match (close variant),MX - Shops,Shops_Distributors_Clothing_Phrase,"""distribuidores de calzado""",2,4,3.17
officemax online,Phrase match (close variant),MX - Office,Generic_Phrase,"""suministros oficina""",2,9,1.06
perfumes por mayoreo originales,Phrase match (close variant),MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",2,6,3.68
factura amazon mexico,Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,"""amazon mexico factura""",2,8,9.91
uniformes industriales,Exact match (close variant),MX - Industrial,Clothing_Phrase,"""ropa industrial""",2,5,3.33
papel higienico mayoreo,Phrase match (close variant),MX - Janitorial,Paper_Wholesale_Phrase,"""mayorista de productos de papel""",2,20,5.7
muebles para oficinas,Exact match (close variant),MX - Office,Furniture_Exact,[mobiliario oficina],2,6,7.55
shorts deportivos mayoreo,Phrase match (close variant),MX - Apparel,Sportwear_Wholesales_Phrase,"""ropa deportiva al por mayor""",2,8,3.36
jera moda mayoreo,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,11,1.44
detergente citrex,Phrase match (close variant),MX - Janitorial,Supply_Phrase,"""suministros de limpieza""",2,1,3.42
proveedor de celulares por mayor,Exact match (close variant),MX - Electronics,Cell Phones_Wholesale_Exact,[teléfono móvil al por mayor],2,1,1.55
ventiladores industriales,Phrase match (close variant),MX - Crafts,Garden_Supplier_Phrase,"""Proveedor de Ventilador""",2,19,4.09
fabrica de ropa jera,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""ropa por mayoreo""",2,2,1.4
ropa por paca,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",2,5,1.72
donde puedo comprar pants para vender,Phrase match (close variant),MX - Apparel,Clothing_Phrase,"""comprar ropa para vender""",2,2,1.68
facturar pedido de amazon,Exact match (close variant),MX - Invoice AMZ,Invoice_Phrase,"""como facturar en amazon""",2,18,13.36
perfumes árabes mayoreo monterrey,Phrase match (close variant),MX - Beauty,Fragrance_Supplier_Phrase,"""proveedor de perfume""",2,12,3.92
perfumes a mayoreo originales,Phrase match (close variant),MX - Beauty,Fragrance_Wholesale_Phrase,"""mayorista de perfume""",2,9,3.7
agarrapapel,Phrase match (close variant),MX - Office,Generic_Phrase,"""suministros oficina""",2,7,4.49
trituradora de papel office depot,Phrase match (close variant),MX - Office,Generic_Phrase,"""suministros oficina""",2,11,3.94
café a granel,Exact match,MX - Food,Food_Bulk_Exact,[café a granel],2,2,3.26
ropa a mayoreo,Exact match (close variant),MX - Apparel,Clothing_Exact,[ropa mayoreo],2,7,1.5
colourpop mayoreo,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,5,2.81
cremas para manos mayoreo,Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,"""productos de belleza al por mayor""",2,16,4.53
como facturar amazon mexico,Phrase match,MX - Invoice AMZ,Invoice_Phrase,"""facturar amazon mexico""",2,14,7.61
muebles de cafeteria,Exact match (close variant),MX - Food,Furniture_Restaurant_Exact,[muebles para cafetería],2,11,2.25
proveedores de merceria al por mayor,Phrase match (close variant),MX - Crafts,Home Accessories_Distributor_Phrase,"""distribuidor de suministros""",2,7,1.3
venta de playeras de algodón por mayoreo,Phrase match (close variant),MX - Apparel,Tops_Distributor_Phrase,"""distribuidores de camisetas""",2,14,2.97
venta de mayoreo de ropa,Exact match (close variant),MX - Apparel,Clothing_Exact,[ropa para vender por mayoreo],2,5,2.68
mayoreo de gorras originales,Phrase match (close variant),MX - Shops,Shops_Suppliers_Accessories_Phrase,"""proveedores de accesorios de moda""",2,4,2.51
mayoreo de juguetes,Exact match (close variant),MX - Shops,Shops_Wholesalers_Toys Shop_Phrase,"""mayoristas de juguetes""",2,3,1.92
